,0,1,2,3,4
1907,30-12-2018,3:00am to 3:30am,0,0,Not Confirmed
1908,30-12-2018,8:30am to 9:00am,0,0,Not Confirmed
1909,30-12-2018,9:00am to 9:30am,0,0,Not Confirmed
1910,30-12-2018,9:30am to 10:00am,0,0,Not Confirmed
1911,30-12-2018,10:00am to 10:30am,0,0,Not Confirmed
1912,30-12-2018,10:30am to 11:00am,0,0,Not Confirmed
1913,30-12-2018,11:00am to 11:30am,0,0,Not Confirmed
1914,30-12-2018,11:30am to 12:00pm,0,0,Not Confirmed
1915,30-12-2018,12:00pm to 12:30pm,0,0,Not Confirmed
1916,30-12-2018,12:30pm to 1:00pm,0,0,Not Confirmed
1917,30-12-2018,1:00pm to 1:30pm,0,0,Not Confirmed
1918,30-12-2018,1:30pm to 2:00pm,0,0,Not Confirmed
1919,30-12-2018,2:00pm to 2:30pm,0,0,Not Confirmed
1920,30-12-2018,2:30pm to 3:00pm,0,0,Not Confirmed
1921,30-12-2018,3:00pm to 3:30pm,0,0,Not Confirmed
1922,30-12-2018,3:30pm to 4:00pm,0,0,Not Confirmed
1923,30-12-2018,4:00pm to 4:30pm,0,0,Not Confirmed
1924,30-12-2018,4:30pm to 5:00pm,0,0,Not Confirmed
1925,30-12-2018,5:00pm to 5:30pm,0,0,Not Confirmed
1926,30-12-2018,5:30pm to 6:00pm,0,0,Not Confirmed
1927,30-12-2018,6:00pm to 6:30pm,0,0,Not Confirmed
1928,30-12-2018,6:30pm to 7:00pm,0,0,Not Confirmed
1929,30-12-2018,7:00pm to 7:30pm,0,0,Not Confirmed
1930,30-12-2018,7:30pm to 8:00pm,0,0,Not Confirmed
1931,30-12-2018,8:00pm to 8:30pm,0,0,Not Confirmed
1932,30-12-2018,8:30pm to 9:00pm,0,0,Not Confirmed
1933,30-12-2018,9:00pm to 9:30pm,0,0,Not Confirmed
1934,30-12-2018,9:30pm to 10:00pm,0,0,Not Confirmed
1935,30-12-2018,10:00pm to 10:30pm,0,0,Not Confirmed
1936,30-12-2018,10:30pm to 11:00pm,0,0,Not Confirmed
1937,30-12-2018,11:00pm to 11:30pm,0,0,Not Confirmed
1938,30-12-2018,11:30pm to 11:59pm,0,0,Not Confirmed
1939,31-12-2018,12:00am to 12:30am,0,0,Not Confirmed
1940,31-12-2018,12:30am to 1:00am,0,0,Not Confirmed
1941,31-12-2018,1:00am to 1:30am,0,0,Not Confirmed
1942,31-12-2018,1:30am to 2:00am,0,0,Not Confirmed
1943,31-12-2018,2:00am to 2:30am,0,0,Not Confirmed
1944,31-12-2018,2:30am to 3:00am,0,0,Not Confirmed
1945,31-12-2018,3:00am to 3:30am,0,0,Not Confirmed
1946,31-12-2018,8:30am to 9:00am,0,0,Not Confirmed
1947,31-12-2018,9:00am to 9:30am,0,0,Not Confirmed
1948,31-12-2018,9:30am to 10:00am,0,0,Not Confirmed
1949,31-12-2018,10:00am to 10:30am,0,0,Not Confirmed
1950,31-12-2018,10:30am to 11:00am,0,0,Not Confirmed
1951,31-12-2018,11:00am to 11:30am,0,0,Not Confirmed
1952,31-12-2018,11:30am to 12:00pm,0,0,Not Confirmed
1953,31-12-2018,12:00pm to 12:30pm,0,0,Not Confirmed
1954,31-12-2018,12:30pm to 1:00pm,0,0,Not Confirmed
1955,31-12-2018,1:00pm to 1:30pm,0,0,Not Confirmed
1956,31-12-2018,1:30pm to 2:00pm,0,0,Not Confirmed
1957,31-12-2018,2:00pm to 2:30pm,0,0,Not Confirmed
1958,31-12-2018,2:30pm to 3:00pm,0,0,Not Confirmed
1959,31-12-2018,3:00pm to 3:30pm,0,0,Not Confirmed
1960,31-12-2018,3:30pm to 4:00pm,0,0,Not Confirmed
1961,31-12-2018,4:00pm to 4:30pm,0,0,Not Confirmed
1962,31-12-2018,4:30pm to 5:00pm,0,0,Not Confirmed
1963,31-12-2018,5:00pm to 5:30pm,0,0,Not Confirmed
1964,31-12-2018,5:30pm to 6:00pm,0,0,Not Confirmed
1965,31-12-2018,6:00pm to 6:30pm,0,0,Not Confirmed
1966,31-12-2018,6:30pm to 7:00pm,0,0,Not Confirmed
1967,31-12-2018,7:00pm to 7:30pm,0,0,Not Confirmed
1968,31-12-2018,7:30pm to 8:00pm,0,0,Not Confirmed
1969,31-12-2018,8:00pm to 8:30pm,0,0,Not Confirmed
1970,31-12-2018,8:30pm to 9:00pm,0,0,Not Confirmed
1971,31-12-2018,9:00pm to 9:30pm,0,0,Not Confirmed
1972,31-12-2018,9:30pm to 10:00pm,0,0,Not Confirmed
1973,31-12-2018,10:00pm to 10:30pm,0,0,Not Confirmed
1974,31-12-2018,10:30pm to 11:00pm,0,0,Not Confirmed
1975,31-12-2018,11:00pm to 11:30pm,0,0,Not Confirmed
1976,31-12-2018,11:30pm to 11:59pm,0,0,Not Confirmed
1977,1/1/19,12:00am to 12:30am,0,0,Not Confirmed
1978,1/1/19,12:30am to 1:00am,0,0,Not Confirmed
1979,1/1/19,1:00am to 1:30am,0,0,Not Confirmed
1980,1/1/19,1:30am to 2:00am,0,0,Not Confirmed
1981,1/1/19,2:00am to 2:30am,0,0,Not Confirmed
1982,1/1/19,2:30am to 3:00am,0,0,Not Confirmed
1983,1/1/19,3:00am to 3:30am,0,0,Not Confirmed
1984,1/1/19,8:30am to 9:00am,0,0,Not Confirmed
1985,1/1/19,9:00am to 9:30am,0,0,Not Confirmed
1986,1/1/19,9:30am to 10:00am,0,0,Not Confirmed
1987,1/1/19,10:00am to 10:30am,0,0,Not Confirmed
1988,1/1/19,10:30am to 11:00am,0,0,Not Confirmed
1989,1/1/19,11:00am to 11:30am,0,0,Not Confirmed
1990,1/1/19,11:30am to 12:00pm,0,0,Not Confirmed
1991,1/1/19,12:00pm to 12:30pm,0,0,Not Confirmed
1992,1/1/19,12:30pm to 1:00pm,0,0,Not Confirmed
1993,1/1/19,1:00pm to 1:30pm,0,0,Not Confirmed
1994,1/1/19,1:30pm to 2:00pm,0,0,Not Confirmed
1995,1/1/19,2:00pm to 2:30pm,0,0,Not Confirmed
1996,1/1/19,2:30pm to 3:00pm,0,0,Not Confirmed
1997,1/1/19,3:00pm to 3:30pm,0,0,Not Confirmed
1998,1/1/19,3:30pm to 4:00pm,0,0,Not Confirmed
1999,1/1/19,4:00pm to 4:30pm,0,0,Not Confirmed
2000,1/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2001,1/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2002,1/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2003,1/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2004,1/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2005,1/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2006,1/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2007,1/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2008,1/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2009,1/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2010,1/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2011,1/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2012,1/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2013,1/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2014,1/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2015,2/1/19,12:00am to 12:30am,0,0,Not Confirmed
2016,2/1/19,12:30am to 1:00am,0,0,Not Confirmed
2017,2/1/19,1:00am to 1:30am,0,0,Not Confirmed
2018,2/1/19,1:30am to 2:00am,0,0,Not Confirmed
2019,2/1/19,2:00am to 2:30am,0,0,Not Confirmed
2020,2/1/19,2:30am to 3:00am,0,0,Not Confirmed
2021,2/1/19,3:00am to 3:30am,0,0,Not Confirmed
2022,2/1/19,8:30am to 9:00am,Bass L30A,Portia.Ballinger@yale.edu,Confirmed
2023,2/1/19,9:00am to 9:30am,Bass L30A,Sherilyn.Colorado@yale.edu,Confirmed
2024,2/1/19,9:30am to 10:00am,Bass L30A,Devon.Paugh@yale.edu,Confirmed
2025,2/1/19,10:00am to 10:30am,Bass L30A,Onita.Saad@yale.edu,Confirmed
2026,2/1/19,10:30am to 11:00am,Bass L30A,Imogene.Henn@yale.edu,Confirmed
2027,2/1/19,11:00am to 11:30am,Bass L30A,Janet.Paugh@yale.edu,Confirmed
2028,2/1/19,11:30am to 12:00pm,Bass L30A,Regine.Colorado@yale.edu,Confirmed
2029,2/1/19,12:00pm to 12:30pm,Bass L30A,Portia.Dates@yale.edu,Confirmed
2030,2/1/19,12:30pm to 1:00pm,Bass L30A,Sherilyn.Bungard@yale.edu,Confirmed
2031,2/1/19,1:00pm to 1:30pm,Bass L30A,Joleen.Colorado@yale.edu,Confirmed
2032,2/1/19,1:30pm to 2:00pm,Bass L30A,Sherilyn.Casiano@yale.edu,Confirmed
2033,2/1/19,2:00pm to 2:30pm,Bass L30A,Jamey.Paugh@yale.edu,Confirmed
2034,2/1/19,2:30pm to 3:00pm,Bass L30A,Onita.Colorado@yale.edu,Confirmed
2035,2/1/19,3:00pm to 3:30pm,Bass L30A,Lorna.Takacs@yale.edu,Confirmed
2036,2/1/19,3:30pm to 4:00pm,Bass L30A,Regine.Ballinger@yale.edu,Confirmed
2037,2/1/19,4:00pm to 4:30pm,Bass L30A,Jane.Huffman@yale.edu,Confirmed
2038,2/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2039,2/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2040,2/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2041,2/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2042,2/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2043,2/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2044,2/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2045,2/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2046,2/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2047,2/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2048,2/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2049,2/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2050,2/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2051,2/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2052,2/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2053,3/1/19,12:00am to 12:30am,0,0,Not Confirmed
2054,3/1/19,12:30am to 1:00am,0,0,Not Confirmed
2055,3/1/19,1:00am to 1:30am,0,0,Not Confirmed
2056,3/1/19,1:30am to 2:00am,0,0,Not Confirmed
2057,3/1/19,2:00am to 2:30am,0,0,Not Confirmed
2058,3/1/19,2:30am to 3:00am,0,0,Not Confirmed
2059,3/1/19,3:00am to 3:30am,0,0,Not Confirmed
2060,3/1/19,8:30am to 9:00am,Bass L30A,Sari.Ballinger@yale.edu,Confirmed
2061,3/1/19,9:00am to 9:30am,Bass L30A,Caren.Luk@yale.edu,Confirmed
2062,3/1/19,9:30am to 10:00am,Bass L30A,Sari.Paugh@yale.edu,Confirmed
2063,3/1/19,10:00am to 10:30am,Bass L30A,Imogene.Casiano@yale.edu,Confirmed
2064,3/1/19,10:30am to 11:00am,Bass L30A,Imogene.Dates@yale.edu,Confirmed
2065,3/1/19,11:00am to 11:30am,Bass L30A,Starla.Colorado@yale.edu,Confirmed
2066,3/1/19,11:30am to 12:00pm,Bass L30A,Odell.Saad@yale.edu,Confirmed
2067,3/1/19,12:00pm to 12:30pm,Bass L30A,Jane.Saad@yale.edu,Confirmed
2068,3/1/19,12:30pm to 1:00pm,Bass L30A,Lorna.Dates@yale.edu,Confirmed
2069,3/1/19,1:00pm to 1:30pm,Bass L30A,Theodore.Huffman@yale.edu,Confirmed
2070,3/1/19,1:30pm to 2:00pm,Bass L30A,Brenton.Casiano@yale.edu,Confirmed
2071,3/1/19,2:00pm to 2:30pm,Bass L30A,Kyung.Paugh@yale.edu,Confirmed
2072,3/1/19,2:30pm to 3:00pm,Bass L30A,Jane.Colorado@yale.edu,Confirmed
2073,3/1/19,3:00pm to 3:30pm,Bass L30A,Caren.Takacs@yale.edu,Confirmed
2074,3/1/19,3:30pm to 4:00pm,Bass L30A,Jamey.Huffman@yale.edu,Confirmed
2075,3/1/19,4:00pm to 4:30pm,Bass L30A,Janet.Saad@yale.edu,Confirmed
2076,3/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2077,3/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2078,3/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2079,3/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2080,3/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2081,3/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2082,3/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2083,3/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2084,3/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2085,3/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2086,3/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2087,3/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2088,3/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2089,3/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2090,3/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2091,4/1/19,12:00am to 12:30am,0,0,Not Confirmed
2092,4/1/19,12:30am to 1:00am,0,0,Not Confirmed
2093,4/1/19,1:00am to 1:30am,0,0,Not Confirmed
2094,4/1/19,1:30am to 2:00am,0,0,Not Confirmed
2095,4/1/19,2:00am to 2:30am,0,0,Not Confirmed
2096,4/1/19,2:30am to 3:00am,0,0,Not Confirmed
2097,4/1/19,3:00am to 3:30am,0,0,Not Confirmed
2098,4/1/19,8:30am to 9:00am,Bass L30A,Starla.Casiano@yale.edu,Confirmed
2099,4/1/19,9:00am to 9:30am,Bass L30A,Kyung.Ballinger@yale.edu,Confirmed
2100,4/1/19,9:30am to 10:00am,Bass L30A,Imogene.Dates@yale.edu,Confirmed
2101,4/1/19,10:00am to 10:30am,Bass L30A,Temika.Mento@yale.edu,Confirmed
2102,4/1/19,10:30am to 11:00am,Bass L30A,Kyung.Dates@yale.edu,Confirmed
2103,4/1/19,11:00am to 11:30am,Bass L30A,Sari.Ballinger@yale.edu,Confirmed
2104,4/1/19,11:30am to 12:00pm,Bass L30A,Devona.Luk@yale.edu,Confirmed
2105,4/1/19,12:00pm to 12:30pm,Bass L30A,Onita.Bungard@yale.edu,Confirmed
2106,4/1/19,12:30pm to 1:00pm,Bass L30A,Janet.Saad@yale.edu,Confirmed
2107,4/1/19,1:00pm to 1:30pm,Bass L30A,Sherilyn.Stanhope@yale.edu,Confirmed
2108,4/1/19,1:30pm to 2:00pm,Bass L30A,Temika.Stanhope@yale.edu,Confirmed
2109,4/1/19,2:00pm to 2:30pm,Bass L30A,Sherilyn.Mento@yale.edu,Confirmed
2110,4/1/19,2:30pm to 3:00pm,Bass L30A,Kyung.Stanhope@yale.edu,Confirmed
2111,4/1/19,3:00pm to 3:30pm,Bass L30A,Jane.Dates@yale.edu,Confirmed
2112,4/1/19,3:30pm to 4:00pm,Bass L30A,Jamey.Ballinger@yale.edu,Confirmed
2113,4/1/19,4:00pm to 4:30pm,Bass L30A,Starla.Henn@yale.edu,Confirmed
2114,4/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2115,4/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2116,4/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2117,4/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2118,4/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2119,4/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2120,4/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2121,4/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2122,4/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2123,4/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2124,4/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2125,4/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2126,4/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2127,4/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2128,4/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2129,5/1/19,12:00am to 12:30am,0,0,Not Confirmed
2130,5/1/19,12:30am to 1:00am,0,0,Not Confirmed
2131,5/1/19,1:00am to 1:30am,0,0,Not Confirmed
2132,5/1/19,1:30am to 2:00am,0,0,Not Confirmed
2133,5/1/19,2:00am to 2:30am,0,0,Not Confirmed
2134,5/1/19,2:30am to 3:00am,0,0,Not Confirmed
2135,5/1/19,3:00am to 3:30am,0,0,Not Confirmed
2136,5/1/19,8:30am to 9:00am,0,0,Not Confirmed
2137,5/1/19,9:00am to 9:30am,0,0,Not Confirmed
2138,5/1/19,9:30am to 10:00am,0,0,Not Confirmed
2139,5/1/19,10:00am to 10:30am,0,0,Not Confirmed
2140,5/1/19,10:30am to 11:00am,0,0,Not Confirmed
2141,5/1/19,11:00am to 11:30am,0,0,Not Confirmed
2142,5/1/19,11:30am to 12:00pm,0,0,Not Confirmed
2143,5/1/19,12:00pm to 12:30pm,0,0,Not Confirmed
2144,5/1/19,12:30pm to 1:00pm,0,0,Not Confirmed
2145,5/1/19,1:00pm to 1:30pm,0,0,Not Confirmed
2146,5/1/19,1:30pm to 2:00pm,0,0,Not Confirmed
2147,5/1/19,2:00pm to 2:30pm,0,0,Not Confirmed
2148,5/1/19,2:30pm to 3:00pm,0,0,Not Confirmed
2149,5/1/19,3:00pm to 3:30pm,0,0,Not Confirmed
2150,5/1/19,3:30pm to 4:00pm,0,0,Not Confirmed
2151,5/1/19,4:00pm to 4:30pm,0,0,Not Confirmed
2152,5/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2153,5/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2154,5/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2155,5/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2156,5/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2157,5/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2158,5/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2159,5/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2160,5/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2161,5/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2162,5/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2163,5/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2164,5/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2165,5/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2166,5/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2167,6/1/19,12:00am to 12:30am,0,0,Not Confirmed
2168,6/1/19,12:30am to 1:00am,0,0,Not Confirmed
2169,6/1/19,1:00am to 1:30am,0,0,Not Confirmed
2170,6/1/19,1:30am to 2:00am,0,0,Not Confirmed
2171,6/1/19,2:00am to 2:30am,0,0,Not Confirmed
2172,6/1/19,2:30am to 3:00am,0,0,Not Confirmed
2173,6/1/19,3:00am to 3:30am,0,0,Not Confirmed
2174,6/1/19,8:30am to 9:00am,0,0,Not Confirmed
2175,6/1/19,9:00am to 9:30am,0,0,Not Confirmed
2176,6/1/19,9:30am to 10:00am,0,0,Not Confirmed
2177,6/1/19,10:00am to 10:30am,0,0,Not Confirmed
2178,6/1/19,10:30am to 11:00am,0,0,Not Confirmed
2179,6/1/19,11:00am to 11:30am,0,0,Not Confirmed
2180,6/1/19,11:30am to 12:00pm,0,0,Not Confirmed
2181,6/1/19,12:00pm to 12:30pm,0,0,Not Confirmed
2182,6/1/19,12:30pm to 1:00pm,0,0,Not Confirmed
2183,6/1/19,1:00pm to 1:30pm,0,0,Not Confirmed
2184,6/1/19,1:30pm to 2:00pm,0,0,Not Confirmed
2185,6/1/19,2:00pm to 2:30pm,0,0,Not Confirmed
2186,6/1/19,2:30pm to 3:00pm,0,0,Not Confirmed
2187,6/1/19,3:00pm to 3:30pm,0,0,Not Confirmed
2188,6/1/19,3:30pm to 4:00pm,0,0,Not Confirmed
2189,6/1/19,4:00pm to 4:30pm,0,0,Not Confirmed
2190,6/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2191,6/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2192,6/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2193,6/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2194,6/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2195,6/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2196,6/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2197,6/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2198,6/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2199,6/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2200,6/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2201,6/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2202,6/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2203,6/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2204,6/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2205,7/1/19,12:00am to 12:30am,0,0,Not Confirmed
2206,7/1/19,12:30am to 1:00am,0,0,Not Confirmed
2207,7/1/19,1:00am to 1:30am,0,0,Not Confirmed
2208,7/1/19,1:30am to 2:00am,0,0,Not Confirmed
2209,7/1/19,2:00am to 2:30am,0,0,Not Confirmed
2210,7/1/19,2:30am to 3:00am,0,0,Not Confirmed
2211,7/1/19,3:00am to 3:30am,0,0,Not Confirmed
2212,7/1/19,8:30am to 9:00am,Bass L30A,Imogene.Ballinger@yale.edu,Confirmed
2213,7/1/19,9:00am to 9:30am,Bass L30A,Kyung.Ballinger@yale.edu,Confirmed
2214,7/1/19,9:30am to 10:00am,Bass L30A,Sari.Saad@yale.edu,Confirmed
2215,7/1/19,10:00am to 10:30am,Bass L30A,Julianne.Colorado@yale.edu,Confirmed
2216,7/1/19,10:30am to 11:00am,Bass L30A,Theodore.Colorado@yale.edu,Confirmed
2217,7/1/19,11:00am to 11:30am,Bass L30A,Theodore.Bungard@yale.edu,Confirmed
2218,7/1/19,11:30am to 12:00pm,Bass L30A,Janet.Stanhope@yale.edu,Confirmed
2219,7/1/19,12:00pm to 12:30pm,Bass L30A,Joleen.Stanhope@yale.edu,Confirmed
2220,7/1/19,12:30pm to 1:00pm,Bass L30A,Janet.Takacs@yale.edu,Confirmed
2221,7/1/19,1:00pm to 1:30pm,Bass L30A,Jane.Saad@yale.edu,Confirmed
2222,7/1/19,1:30pm to 2:00pm,Bass L30A,Temika.Huffman@yale.edu,Confirmed
2223,7/1/19,2:00pm to 2:30pm,Bass L30A,Joleen.Ballinger@yale.edu,Confirmed
2224,7/1/19,2:30pm to 3:00pm,Bass L30A,Theodore.Stanhope@yale.edu,Confirmed
2225,7/1/19,3:00pm to 3:30pm,Bass L30A,Trinity.Bungard@yale.edu,Confirmed
2226,7/1/19,3:30pm to 4:00pm,Bass L30A,Lorna.Bungard@yale.edu,Confirmed
2227,7/1/19,4:00pm to 4:30pm,Bass L30A,Imogene.Paugh@yale.edu,Confirmed
2228,7/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2229,7/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2230,7/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2231,7/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2232,7/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2233,7/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2234,7/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2235,7/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2236,7/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2237,7/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2238,7/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2239,7/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2240,7/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2241,7/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2242,7/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2243,8/1/19,12:00am to 12:30am,0,0,Not Confirmed
2244,8/1/19,12:30am to 1:00am,0,0,Not Confirmed
2245,8/1/19,1:00am to 1:30am,0,0,Not Confirmed
2246,8/1/19,1:30am to 2:00am,0,0,Not Confirmed
2247,8/1/19,2:00am to 2:30am,0,0,Not Confirmed
2248,8/1/19,2:30am to 3:00am,0,0,Not Confirmed
2249,8/1/19,3:00am to 3:30am,0,0,Not Confirmed
2250,8/1/19,8:30am to 9:00am,Bass L30A,Theodore.Dates@yale.edu,Confirmed
2251,8/1/19,9:00am to 9:30am,Bass L30A,Caren.Colorado@yale.edu,Confirmed
2252,8/1/19,9:30am to 10:00am,Bass L30A,Sari.Dates@yale.edu,Confirmed
2253,8/1/19,10:00am to 10:30am,Bass L30A,Kyung.Colorado@yale.edu,Confirmed
2254,8/1/19,10:30am to 11:00am,Bass L30A,Chantel.Ballinger@yale.edu,Confirmed
2255,8/1/19,11:00am to 11:30am,Bass L30A,Devon.Bungard@yale.edu,Confirmed
2256,8/1/19,11:30am to 12:00pm,Bass L30A,Trinity.Bungard@yale.edu,Confirmed
2257,8/1/19,12:00pm to 12:30pm,Bass L30A,Lorna.Luk@yale.edu,Confirmed
2258,8/1/19,12:30pm to 1:00pm,Bass L30A,Kyung.Stanhope@yale.edu,Confirmed
2259,8/1/19,1:00pm to 1:30pm,Bass L30A,Onita.Saad@yale.edu,Confirmed
2260,8/1/19,1:30pm to 2:00pm,Bass L30A,Lorna.Takacs@yale.edu,Confirmed
2261,8/1/19,2:00pm to 2:30pm,Bass L30A,Nakesha.Mento@yale.edu,Confirmed
2262,8/1/19,2:30pm to 3:00pm,Bass L30A,Sherilyn.Ballinger@yale.edu,Confirmed
2263,8/1/19,3:00pm to 3:30pm,Bass L30A,Joleen.Huffman@yale.edu,Confirmed
2264,8/1/19,3:30pm to 4:00pm,Bass L30A,Portia.Ballinger@yale.edu,Confirmed
2265,8/1/19,4:00pm to 4:30pm,Bass L30A,Theodore.Saad@yale.edu,Confirmed
2266,8/1/19,4:30pm to 5:00pm,0,0,Not Confirmed
2267,8/1/19,5:00pm to 5:30pm,0,0,Not Confirmed
2268,8/1/19,5:30pm to 6:00pm,0,0,Not Confirmed
2269,8/1/19,6:00pm to 6:30pm,0,0,Not Confirmed
2270,8/1/19,6:30pm to 7:00pm,0,0,Not Confirmed
2271,8/1/19,7:00pm to 7:30pm,0,0,Not Confirmed
2272,8/1/19,7:30pm to 8:00pm,0,0,Not Confirmed
2273,8/1/19,8:00pm to 8:30pm,0,0,Not Confirmed
2274,8/1/19,8:30pm to 9:00pm,0,0,Not Confirmed
2275,8/1/19,9:00pm to 9:30pm,0,0,Not Confirmed
2276,8/1/19,9:30pm to 10:00pm,0,0,Not Confirmed
2277,8/1/19,10:00pm to 10:30pm,0,0,Not Confirmed
2278,8/1/19,10:30pm to 11:00pm,0,0,Not Confirmed
2279,8/1/19,11:00pm to 11:30pm,0,0,Not Confirmed
2280,8/1/19,11:30pm to 11:59pm,0,0,Not Confirmed
2281,9/1/19,12:00am to 12:30am,0,0,Not Confirmed
2282,9/1/19,12:30am to 1:00am,0,0,Not Confirmed
2283,9/1/19,1:00am to 1:30am,0,0,Not Confirmed
2284,9/1/19,1:30am to 2:00am,0,0,Not Confirmed
